Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30
556,Acetonitrile,"2,2-dimethylpentane",4.311470041,3.538928277,3.948354935,3.494384096,5.044779039,,,,3.55820113,"['[97] ', '[61] ']",CC#N,CCCC(C)(C)C,CC#N CCCC(C)(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
557,Acetonitrile,"2,4-dimethylpentane",4.360930671,3.490428515,3.868697881,3.499231122,3.431079756,,,3.673004105,3.567987064,"['[97] ', '[54] ', '[61] ']",CC#N,CC(C)CC(C)C,CC#N CC(C)CC(C)C,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
558,Acetonitrile,3-ethylpentane,4.33323022,3.492560388,3.87245023,3.499231122,,,,,3.605497845,"['[97] ', '[61] ']",CC#N,CCC(CC)CC,CC#N CCC(CC)CC,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
559,Acetonitrile,methylcyclohexane,4.023743255,3.18138162,3.343921314,3.263849191,3.298795448,2.662355242,1.393766376,3.528123675,3.46885603,[97] ,CC#N,CC1CCCCC1,CC#N CC1CCCCC1,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
560,Acetonitrile,n-Octane,5.139673273,3.792338162,4.302036009,3.741709068,3.98098921,3.517497837,1.60341984,4.071758064,4.003566828,"['[97] ', '[54] ', '[61] ', '[61] ', '[61] ', '[98] ', '[98] ', '[99] ']",CC#N,CCCCCCCC,CC#N CCCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
561,Acetonitrile,"2,2,4-trimethylpentane",4.628202885,3.831463498,4.370586445,3.736716784,3.624074231,3.631250341,2.1690537,3.951436008,3.680662354,"['[97] ', '[61] ', '[99] ']",CC#N,CC(C)CC(C)(C)C,CC#N CC(C)CC(C)(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
562,Acetonitrile,ethylcyclohexane,4.467860235,3.494687725,3.772531027,3.523415014,,,,3.947003974,3.713610889,"['[97] ', '[54] ', '[61] ', '[61] ']",CC#N,CCC1CCCCC1,CC#N CCC1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
563,Acetonitrile,n-Nonane,5.613420035,4.077537444,4.725439018,3.985459324,4.453183829,3.879912952,1.53686722,4.417514428,4.39601908,"['[97] ', '[54] ', '[61] ', '[61] ', '[98] ']",CC#N,CCCCCCCCC,CC#N CCCCCCCCC,Valid,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
564,Acetonitrile,Benzene,1.619388243,1.131402111,0.966983846,1.071583616,1.252762968,1.947337701,0.615185639,1.266947603,1.070428228,"['[97] ', '[101] ', '[47] ', '[73] ', '[100] ', '[100] ', '[100] ', '[100] ', '[100] ', '[102] ']",CC#N,c1ccccc1,CC#N c1ccccc1,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
565,Acetonitrile,Toluene,2.055404964,1.383791231,1.286474026,1.358409158,1.528227857,1.997417706,0.727548607,1.549687908,1.474666214,"['[97] ', '[61] ', '[100] ', '[100] ', '[100] ']",CC#N,Cc1ccccc1,CC#N Cc1ccccc1,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train
566,Acetonitrile,m-Xylene,2.461296784,1.568615918,1.560247668,1.662030363,1.894616855,2.3580198,0.760805829,,1.893111963,"['[97] ', '[100] ']",CC#N,Cc1cccc(C)c1,CC#N Cc1cccc(C)c1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train
567,Acetonitrile,p-Xylene,2.49732917,1.568615918,1.560247668,1.662030363,1.821318271,2.311544834,0.810930216,1.752672081,1.893111963,"['[97] ', '[100] ']",CC#N,Cc1ccc(C)cc1,CC#N Cc1ccc(C)cc1,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
568,Acetonitrile,o-Xylene,2.342766883,1.568615918,1.560247668,1.662030363,1.788420568,2.298577072,0.75612198,,1.811562097,"['[97] ', '[100] ']",CC#N,Cc1ccccc1C,CC#N Cc1ccccc1C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
569,Acetonitrile,ethylbenzene,2.462149663,1.766441661,1.769854634,1.850028377,1.922787732,2.536866389,0.819779831,1.860974538,1.804493466,"['[97] ', '[100] ', '[100] ', '[100] ']",CC#N,CCc1ccccc1,CC#N CCc1ccccc1,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
570,Acetonitrile,1-pentene,2.692598097,2.119863456,2.24495598,2.194999882,2.463853241,1.83736998,1.975468951,2.32825284,2.026566802,"['[97] ', '[99] ']",CC#N,CCCC=C,CC#N CCCC=C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
571,Acetonitrile,3-methyl-1-pentene,3.125882958,2.451866796,2.668616132,2.447550863,,,,,2.624668592,"['[97] ', '[61] ']",CC#N,CCC(C)C=C,CC#N CCC(C)C=C,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
572,Acetonitrile,1-hexene,3.192121088,2.453587967,2.672077541,2.447550863,2.789937361,2.4176979,1.880990603,2.810606789,2.600930765,"['[97] ', '[99] ']",CC#N,CCCCC=C,CC#N CCCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
573,Acetonitrile,cyclohexene,2.736961545,2.274185618,2.289499853,2.121063216,2.513656063,1.791759469,0.779324877,,2.493205453,"['[97] ', '[99] ']",CC#N,C1CCC=CC1,CC#N C1CCC=CC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Valid,Train,Train,Train
574,Acetonitrile,1-heptene,3.632309103,2.766319109,3.095125017,2.69934576,3.080073422,2.496505786,1.684545385,,3.036522268,"['[97] ', '[99] ']",CC#N,CCCCCC=C,CC#N CCCCCC=C,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid
575,Acetonitrile,1-octene,4.16852396,3.063390922,3.515715835,2.950211758,3.483391619,2.729159164,1.593308531,3.215269329,3.370738174,[97] ,CC#N,CCCCCCC=C,CC#N CCCCCCC=C,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train
576,acetonitrile,methylcyclopentane,3.985830933,2.847812143,2.910174385,2.810004924,2.826721731,,,3.210036876,3.126760536,[61] ,CC#N,CC1CCCC1,CC#N CC1CCCC1,Train,Train,Valid,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
577,acetonitrile,2-methylhexane,4.531523646,3.492560388,3.87245023,3.499231122,,,,,3.545429932,"['[61] ', '[99] ']",CC#N,CCCCC(C)C,CC#N CCCCC(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
578,acetonitrile,"2,3-dimethylpentane",4.277082699,3.490428515,3.868697881,3.499231122,,,,,3.144152279,[99] ,CC#N,CCC(C)C(C)C,CC#N CCC(C)C(C)C,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
579,acetonitrile,"2,3,4-trimethylpentane",4.579647229,3.786232999,4.291007236,3.741709068,3.590990953,,,,3.652264929,"['[54] ', '[61] ', '[61] ']",CC#N,CC(C)C(C)C(C)C,CC#N CC(C)C(C)C(C)C,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
580,acetonitrile,"2,5-dimethylhexane",4.890424313,3.788272198,4.294697025,3.741709068,,,,,3.848017675,[54] ,CC#N,CC(C)CCC(C)C,CC#N CC(C)CCC(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
581,acetonitrile,"2,5-dimethylheptane",5.613420035,4.073801661,4.718052343,3.985459324,,,,,3.709172157,[61] ,CC#N,CCC(C)CCC(C)C,CC#N CCC(C)CCC(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
582,acetonitrile,Ethanol,1.854734268,0.916290732,0.90016135,1.373715579,1.906575144,0.760805829,-0.061875404,1.458615023,1.382309776,"['[61] ', '[100] ']",CC#N,CCO,CC#N CCO,Train,Valid,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
583,acetonitrile,1-Propanol,2.247072383,1.022450928,1.115141591,1.442201993,2.002830439,1.036736885,-0.116533816,1.800058272,1.874874376,[100] ,CC#N,CCCO,CC#N CCCO,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
584,acetonitrile,2-Propanol,1.83736998,1.01884732,1.111857515,1.530394705,2.115049969,1.036736885,-0.105360516,1.677096561,1.609437912,[100] ,CC#N,CC(C)O,CC#N CC(C)O,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
585,acetonitrile,1-Butanol,2.444084655,1.150572028,1.360976553,1.54329811,2.165619238,1.280933845,-0.061875404,1.874874376,2.101692151,[100] ,CC#N,CCCCO,CC#N CCCCO,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
586,acetonitrile,o-cresol,-0.94160854,-0.051293294,-0.105360516,-0.867500568,,,,,0.947789399,[100] ,CC#N,Cc1ccccc1O,CC#N Cc1ccccc1O,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
587,acetonitrile,m-cresol,-0.653926467,-0.051293294,-0.105360516,-0.867500568,,1.458615023,-0.020202707,-1.139434283,1.261297871,[100] ,CC#N,Cc1cccc(O)c1,CC#N Cc1cccc(O)c1,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
588,acetonitrile,p-cresol,-0.494296322,-0.051293294,-0.105360516,-0.867500568,,,,,1.570697084,[100] ,CC#N,Cc1ccc(O)cc1,CC#N Cc1ccc(O)cc1,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
589,acetonitrile,"1,4-Dioxane",0.488580015,0.444685821,0.451075619,0.779324877,-0.162518929,1.545432582,0.21511138,0.657520003,0.31481074,[61] ,CC#N,C1COCCO1,CC#N C1COCCO1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train
590,acetonitrile,Acetone,0.039220713,-0.051293294,-0.020202707,0.104360015,0.086177696,0.139761942,0.277631737,0.157003749,0.039220713,[99] ,CC#N,CC(C)=O,CC#N CC(C)=O,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
591,acetonitrile,2-Butanone,0.392042088,0.113328685,0.207014169,0.198850859,0.173953307,0.364643114,0.488580015,0.392042088,0.198850859,[61] ,CC#N,CCC(C)=O,CC#N CCC(C)=O,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
592,acetonitrile,Dichloromethane,-0.261364764,0.122217633,0.122217633,0.148420005,0.067658648,0.512823626,0.207014169,0.444685821,-0.040821995,[61] ,CC#N,ClCCl,CC#N ClCCl,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
593,acetonitrile,Chloroform,0.086177696,0.350656872,0.357674444,0.207014169,0.385262401,1.091923301,,0.494696242,0.254642218,[99] ,CC#N,ClC(Cl)Cl,CC#N ClC(Cl)Cl,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
594,Acetophenone,n-Hexane,1.566530411,1.495148766,1.383791231,2.237513096,1.791759469,1.223775432,2.085672091,1.398716881,1.83033528,"['[59] ', '[59] ', '[54] ', '[61] ', '[61] ', '[103] ', '[103] ', '[47] ']",CC(=O)c1ccccc1,CCCCCC,CC(=O)c1ccccc1 CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
595,Acetophenone,Benzene,0.131028262,0.113328685,0.148420005,0.198850859,0.148420005,0.173953307,0.2390169,-0.020202707,0.193251498,"['[59] ', '[59] ', '[47] ']",CC(=O)c1ccccc1,c1ccccc1,CC(=O)c1ccccc1 c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train
596,acetophenone,n-Pentane,1.376244025,1.286474026,1.181727195,2.041220329,1.581038438,1.137833002,2.324346585,1.302912752,1.678546421,"['[54] ', '[61] ', '[61] ', '[103] ', '[74] ']",CC(=O)c1ccccc1,CCCCC,CC(=O)c1ccccc1 CCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
597,acetophenone,Cyclohexane,1.261297871,1.166270937,1.160020917,2.008214032,1.393766376,0.553885113,0.966983846,1.029619417,1.475207172,"['[54] ', '[61] ', '[61] ', '[47] ']",CC(=O)c1ccccc1,C1CCCCC1,CC(=O)c1ccccc1 C1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
598,acetophenone,2-methylpentane,1.515127233,1.490654376,1.383791231,2.237513096,1.786746927,,,1.506297154,1.843823108,"['[54] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CCCC(C)C,CC(=O)c1ccccc1 CCCC(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
599,acetophenone,n-Heptane,1.74745921,1.680827909,1.576914721,2.431857429,1.994700313,1.289232648,1.85629799,1.506297154,1.939767714,"['[54] ', '[61] ', '[61] ', '[103] ']",CC(=O)c1ccccc1,CCCCCCC,CC(=O)c1ccccc1 CCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
600,acetophenone,"2,4-dimethylpentane",1.640936579,1.675225653,1.574846468,2.431857429,1.945910149,,,1.715598108,2.031830682,"['[54] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CC(C)CC(C)C,CC(=O)c1ccccc1 CC(C)CC(C)C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
601,acetophenone,methylcyclohexane,1.430311247,1.371180723,1.355835154,2.095560924,1.54329811,0.854415328,1.401182974,1.247032294,1.506297154,[61] ,CC(=O)c1ccccc1,CC1CCCCC1,CC(=O)c1ccccc1 CC1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
602,acetophenone,n-Octane,1.921324674,1.85159947,1.761300262,2.623943692,2.24495598,1.398716881,1.754403683,1.615419984,2.080429097,"['[54] ', '[61] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CCCCCCCC,CC(=O)c1ccccc1 CCCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
603,acetophenone,"2,3,4-trimethylpentane",1.701105101,1.842135677,1.757857918,2.623943692,1.91102289,,,,2.009606684,"['[54] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CC(C)C(C)C(C)C,CC(=O)c1ccccc1 CC(C)C(C)C(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
604,acetophenone,"2,5-dimethylhexane",1.816452082,1.845300236,1.759580571,2.623943692,,,,,2.235376343,[61] ,CC(=O)c1ccccc1,CC(C)CCC(C)C,CC(=O)c1ccccc1 CC(C)CCC(C)C,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train
605,acetophenone,ethylcyclohexane,1.591273942,1.558144618,1.545432582,2.304583096,,,,1.391281903,1.773044054,"['[54] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CCC1CCCCC1,CC(=O)c1ccccc1 CCC1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train
606,acetophenone,n-Nonane,2.091864062,2.009555414,1.941615225,2.813610697,2.57261223,1.497388409,1.652497402,1.715598108,2.262946941,"['[54] ', '[61] ', '[61] ']",CC(=O)c1ccccc1,CCCCCCCCC,CC(=O)c1ccccc1 CCCCCCCCC,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
607,acetophenone,"2,5-dimethylheptane",1.978239036,2.004179057,1.93874166,2.813610697,,,,,2.070653036,[61] ,CC(=O)c1ccccc1,CCC(C)CCC(C)C,CC(=O)c1ccccc1 CCC(C)CCC(C)C,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
608,acetophenone,Toluene,0.3074847,0.3074847,0.31481074,0.392042088,0.277631737,0.198850859,0.405465108,0.104360015,0.231111721,[61] ,CC(=O)c1ccccc1,Cc1ccccc1,CC(=O)c1ccccc1 Cc1ccccc1,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
609,acetophenone,1-pentene,0.792992516,0.90825856,0.824175443,1.418277407,1.264126727,0.989541194,2.32532458,0.951657876,1.304004423,"['[61] ', '[74] ']",CC(=O)c1ccccc1,CCCC=C,CC(=O)c1ccccc1 CCCC=C,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
610,acetophenone,2-methyl-2-butene,0.797507196,1.128171091,0.963174318,1.5518088,,0.783901544,1.997417706,,1.118414916,[47] ,CC(=O)c1ccccc1,CC=C(C)C,CC(=O)c1ccccc1 CC=C(C)C,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid
611,acetophenone,3-methyl-1-butene,0.810930216,0.904218151,0.824175443,1.418277407,,,,,1.01884732,[61] ,CC(=O)c1ccccc1,CC(C)C=C,CC(=O)c1ccccc1 CC(C)C=C,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
612,acetophenone,"2-methyl-1,3-butadiene",0.431782416,0.641853886,0.593326845,0.688134639,0.78845736,,,,0.67984684,"['[61] ', '[47] ']",CC(=O)c1ccccc1,CC(=C)C=C,CC(=O)c1ccccc1 CC(=C)C=C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
613,acetylacetone,n-Hexane,,2.753023567,2.753023567,3.216873822,,,,,1.425515074,[104] ,CC(=O)CC(C)=O,CCCCCC,CC(=O)CC(C)=O CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
614,acetylacetone,Cyclohexane,,2.380471632,2.315501318,3.068517943,,,,,1.371180723,[105] ,CC(=O)CC(C)=O,C1CCCCC1,CC(=O)CC(C)=O C1CCCCC1,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
615,acetylacetone,Benzene,,1.00063188,0.871293366,0.625938431,,,,,0.219062945,"['[104] ', '[105] ']",CC(=O)CC(C)=O,c1ccccc1,CC(=O)CC(C)=O c1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
616,acetylacetone,Toluene,,1.570697084,1.406096988,0.936093359,,,,,0.31470417,"['[104] ', '[105] ']",CC(=O)CC(C)=O,Cc1ccccc1,CC(=O)CC(C)=O Cc1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
617,acetylpiperidine,n-Pentane,,0.802001585,0.779324877,1.16938136,,,,,1.771556762,[74] ,CC(=O)N1CCCCC1,CCCCC,CC(=O)N1CCCCC1 CCCCC,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
618,acetylpiperidine,1-pentene,,0.476234179,0.470003629,0.797507196,,,,,1.244154594,[74] ,CC(=O)N1CCCCC1,CCCC=C,CC(=O)N1CCCCC1 CCCC=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
619,Aniline,n-Hexane,2.423917378,2.314513664,2.186051277,3.039270576,2.938103161,1.5518088,1.294727168,3.114847754,3.214320954,"['[59] ', '[59] ', '[59] ', '[59] ', '[47] ']",Nc1ccccc1,CCCCCC,Nc1ccccc1 CCCCCC,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train
620,Aniline,Benzene,0.512823626,0.565313809,0.570979547,0.672944473,0.978326123,0.322083499,0.048790164,0.737164066,0.780928442,"['[59] ', '[59] ', '[59] ', '[59] ', '[61] ', '[47] ']",Nc1ccccc1,c1ccccc1,Nc1ccccc1 c1ccccc1,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid
