Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30
0,"1,1,2,2-tetrabromoethane",n-Hexane,2.253394849,3.669696635,3.50375397,1.252762968,,2.453587967,4.249780131,,2.370243741,[47] ,BrC(Br)C(Br)Br,CCCCCC,BrC(Br)C(Br)Br CCCCCC,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
1,"1,1,2,2-tetrabromoethane",Cyclohexane,1.800058272,2.935451343,2.927453433,1.736951233,,1.261297871,2.641197894,,1.623340818,[47] ,BrC(Br)C(Br)Br,C1CCCCC1,BrC(Br)C(Br)Br C1CCCCC1,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
2,"1,1,2,2-tetrabromoethane",Benzene,-0.597837001,0.760805829,0.841567186,-0.040821995,,0.457424847,1.470175845,,0.21511138,[47] ,BrC(Br)C(Br)Br,c1ccccc1,BrC(Br)C(Br)Br c1ccccc1,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
3,"1,1,2,2-tetrabromoethane",2-methyl-2-butene,0.828551818,2.323367632,2.116255515,1.091923301,,1.738710248,4.147253218,,1.30833282,[47] ,BrC(Br)C(Br)Br,CC=C(C)C,BrC(Br)C(Br)Br CC=C(C)C,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid
4,"1,1,2,2-tetrabromoethane","2-methyl-1,3-butadiene",0.2390169,0.463734016,0.412109651,1.05431203,,,,,0.896088025,[47] ,BrC(Br)C(Br)Br,CC(=C)C=C,BrC(Br)C(Br)Br CC(=C)C=C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
5,"1,1,2,2-tetrachloroethane",n-Pentane,0.760805829,0.916290732,0.920282753,1.137833002,,0.722705983,1.026041596,,1.160020917,[47] ,ClC(Cl)C(Cl)Cl,CCCCC,ClC(Cl)C(Cl)Cl CCCCC,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
6,"1,1,2,2-tetrachloroethane",2-methylbutane,0.732367894,0.91228271,0.920282753,1.137833002,,0.951657876,1.415853163,,1.534714366,[47] ,ClC(Cl)C(Cl)Cl,CCC(C)C,ClC(Cl)C(Cl)Cl CCC(C)C,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
7,"1,1,2,2-tetrachloroethane",n-Hexane,0.837247525,1.085189268,1.075002423,1.264126727,,0.765467842,0.875468737,,1.271823573,"['[47] ', '[48] ']",ClC(Cl)C(Cl)Cl,CCCCCC,ClC(Cl)C(Cl)Cl CCCCCC,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Valid,Train
8,"1,1,2,2-tetrachloroethane",Cyclohexane,0.636576829,0.97455964,0.90016135,1.153731588,,0.254642218,0.198850859,,1.030995074,"['[47] ', '[49] ']",ClC(Cl)C(Cl)Cl,C1CCCCC1,ClC(Cl)C(Cl)Cl C1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
9,"1,1,2,2-tetrachloroethane",Benzene,0.157003749,-0.415515444,-0.544727175,-0.287682072,,-0.040821995,-0.174353387,,-0.223143551,[47] ,ClC(Cl)C(Cl)Cl,c1ccccc1,ClC(Cl)C(Cl)Cl c1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
10,"1,1,2,2-tetrachloroethane",2-methyl-2-butene,0.336472237,0.672944473,0.683096845,0.774727168,,0.405465108,0.806475866,,0.593326845,[47] ,ClC(Cl)C(Cl)Cl,CC=C(C)C,ClC(Cl)C(Cl)Cl CC=C(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
11,"1,1,2,2-tetrachloroethane","2-methyl-1,3-butadiene",0.223143551,0.285178942,0.31481074,0.31481074,,,,,0.343589704,[47] ,ClC(Cl)C(Cl)Cl,CC(=C)C=C,ClC(Cl)C(Cl)Cl CC(=C)C=C,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
12,"1,1,2,2-tetrachloroethane",Acetone,-1.660731207,-0.84397007,-0.776528789,-1.049822124,,0.029558802,-0.301105093,,-1.049822124,[50] ,ClC(Cl)C(Cl)Cl,CC(C)=O,ClC(Cl)C(Cl)Cl CC(C)=O,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
13,"1,12-dicyanododecane",Benzene,,-0.400477567,-0.210721031,-0.15082289,,,,,0.09531018,[51] ,N#CCCCCCCCCCCCCC#N,c1ccccc1,N#CCCCCCCCCCCCCC#N c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
14,"1,12-dicyanododecane",Toluene,,-0.127833372,0,-0.040821995,,,,,0.09531018,[51] ,N#CCCCCCCCCCCCCC#N,Cc1ccccc1,N#CCCCCCCCCCCCCC#N Cc1ccccc1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
15,"1,12-dicyanododecane",ethylbenzene,,0.067658648,0.139761942,0.300104592,,,,,0.405465108,[51] ,N#CCCCCCCCCCCCCC#N,CCc1ccccc1,N#CCCCCCCCCCCCCC#N CCc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid
16,"1,2-dibromoethane",Benzene,-0.46203546,-0.020202707,-0.105360516,0.048790164,,0.139761942,0,,0.504088438,"['[52] ', '[53] ']",BrCCBr,c1ccccc1,BrCCBr c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train
17,"1,2-dibromoethane",Toluene,-0.274436846,1.238374231,1.153731588,-0.127833372,,0.139761942,0.09531018,,0.488580015,[53] ,BrCCBr,Cc1ccccc1,BrCCBr Cc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
18,"1,2-dichloroethane",n-Pentane,1.335001067,0.951657876,0.924258902,1.137833002,1.444563269,0.947789399,1.147402453,1.532556868,1.504077397,[54] ,ClCCCl,CCCCC,ClCCCl CCCCC,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
19,"1,2-dichloroethane",n-Hexane,1.490654376,1.091923301,1.075002423,1.264126727,1.570697084,1.00063188,1.011600912,1.583093937,1.49688335,"['[54] ', '[55] ', '[56] ']",ClCCCl,CCCCCC,ClCCCl CCCCCC,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
20,"1,2-dichloroethane",Cyclohexane,1.266947603,0.90825856,0.904218151,1.153731588,1.160020917,0.457424847,0.385262401,1.244154594,1.418819416,"['[54] ', '[56] ']",ClCCCl,C1CCCCC1,ClCCCl C1CCCCC1,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
21,"1,2-dichloroethane",2-methylpentane,1.439835128,1.091923301,1.071583616,1.264126727,1.593308531,,,1.69744879,1.631199404,[54] ,ClCCCl,CCCC(C)C,ClCCCl CCCC(C)C,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
22,"1,2-dichloroethane",n-Heptane,1.640936579,1.214912744,1.214912744,1.388791241,1.688249093,1.040276712,0.88376754,1.658228077,1.757857918,[54] ,ClCCCl,CCCCCCC,ClCCCl CCCCCCC,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
23,"1,2-dichloroethane","2,4-dimethylpentane",1.526056303,1.211940974,1.211940974,1.388791241,1.701105101,,,1.876406943,1.729884066,[54] ,ClCCCl,CC(C)CC(C)C,ClCCCl CC(C)CC(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
24,"1,2-dichloroethane",n-Octane,1.781709133,1.32175584,1.348073148,1.512927012,1.853168097,1.115141591,0.824175443,1.735189118,1.860974538,[54] ,ClCCCl,CCCCCCCC,ClCCCl CCCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
25,"1,2-dichloroethane","2,3,4-trimethylpentane",1.581038438,1.316408234,1.345472367,1.512927012,1.553925203,,,,1.72455072,[54] ,ClCCCl,CC(C)C(C)C(C)C,ClCCCl CC(C)C(C)C(C)C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
26,"1,2-dichloroethane","2,5-dimethylhexane",1.693779061,1.319085611,1.345472367,1.512927012,,,,,1.818076778,[54] ,ClCCCl,CC(C)CCC(C)C,ClCCCl CC(C)CCC(C)C,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
27,"1,2-dichloroethane",ethylcyclohexane,1.532556868,1.16938136,1.187843422,1.360976553,,,,1.528227857,1.597365331,[54] ,ClCCCl,CCC1CCCCC1,ClCCCl CCC1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
28,"1,2-dichloroethane",n-Nonane,1.91839212,1.413423029,1.477048724,1.633154439,2.098017927,1.184789985,0.770108222,1.805004696,1.968509981,[54] ,ClCCCl,CCCCCCCCC,ClCCCl CCCCCCCCC,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
29,"1,2-dichloroethane",Benzene,0.364643114,-0.510825624,-0.527632742,-0.287682072,0.029558802,0.157003749,0,0.104360015,0.182321557,[56] ,ClCCCl,c1ccccc1,ClCCCl c1ccccc1,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
30,"1,2-dicyanoethane",n-Hexane,5.736410994,3.601686242,3.632838063,5.776072128,,,,,5.913503006,[47] ,N#CCCC#N,CCCCCC,N#CCCC#N CCCCCC,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
31,"1,2-dicyanoethane",Cyclohexane,4.904014726,3.093766014,3.061988069,5.532954612,,,,,4.882801923,[47] ,N#CCCC#N,C1CCCCC1,N#CCCC#N C1CCCCC1,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
32,"1,2-dicyanoethane",Benzene,2.367436065,1.153731588,1.036736885,1.954445052,,,,,2.028148247,[47] ,N#CCCC#N,c1ccccc1,N#CCCC#N c1ccccc1,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
33,"1,2-dicyanoethane",2-methyl-2-butene,3.781458635,2.703372612,2.693274916,4.342765921,,,,,3.80666249,[47] ,N#CCCC#N,CC=C(C)C,N#CCCC#N CC=C(C)C,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
34,"1,2-dicyanoethane","2-methyl-1,3-butadiene",2.79971739,1.722766598,1.722766598,2.416806237,,,,,2.975529566,[47] ,N#CCCC#N,CC(=C)C=C,N#CCCC#N CC(=C)C=C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
35,"1,2-diethoxyethane",Cyclohexane,0.530628251,0.512823626,0.463734016,0.322083499,,,,,0.672944473,[57] ,CCOCCOCC,C1CCCCC1,CCOCCOCC C1CCCCC1,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train
36,"1,2-diethoxymethane",Cyclohexane,0.530628251,0.672944473,0.598836501,0.425267735,,,,,0.457424847,[57] ,CCOCOCC,C1CCCCC1,CCOCOCC C1CCCCC1,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
37,"1,2-dimethoxyethane",Cyclohexane,,1.483874689,1.383791231,0.867100488,,0.322083499,-0.162518929,,1.223775432,[57] ,COCCOC,C1CCCCC1,COCCOC C1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
38,"1,3-dichloropropane",n-Hexane,1.383791231,1.036736885,1.050821625,1.539015448,,0.90825856,1.101940079,,0.78845736,[55] ,ClCCCCl,CCCCCC,ClCCCCl CCCCCC,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
39,"1,3-dichloropropane",Acetone,0.494696242,0.009950331,0.009950331,-0.287682072,,0,-0.248461359,,0.067658648,[55] ,ClCCCCl,CC(C)=O,ClCCCCl CC(C)=O,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
40,"1,3-dicyanopropane",n-Hexane,4.982098636,2.946016681,2.950734908,4.571509984,,3.154443965,4.954488133,4.379272846,4.616110126,[47] ,N#CCCCC#N,CCCCCC,N#CCCCC#N CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
41,"1,3-dicyanopropane",Cyclohexane,4.233236561,2.512846018,2.48240352,4.304065093,,2.348514025,3.375537635,3.76026945,3.925925911,[47] ,N#CCCCC#N,C1CCCCC1,N#CCCCC#N C1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
42,"1,3-dicyanopropane",Benzene,1.865629318,0.810930216,0.727548607,1.373715579,,1.738710248,2.180417459,1.327075001,1.46270855,"['[51] ', '[47] ']",N#CCCCC#N,c1ccccc1,N#CCCCC#N c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
43,"1,3-dicyanopropane",Toluene,2.451866796,1.160020917,1.05431203,1.710187816,,1.835776355,2.437115986,1.829376333,1.648658626,[51] ,N#CCCCC#N,Cc1ccccc1,N#CCCCC#N Cc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
44,"1,3-dicyanopropane",ethylbenzene,3.007660844,1.595338988,1.492904096,2.574137784,,2.419478844,2.659559992,2.272125886,2.116255515,[51] ,N#CCCCC#N,CCc1ccccc1,N#CCCCC#N CCc1ccccc1,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
45,"1,3-dicyanopropane",2-methyl-2-butene,3.212455257,2.162172939,2.143589362,3.375537635,,1.91102289,4.863217453,,3.206803244,[47] ,N#CCCCC#N,CC=C(C)C,N#CCCCC#N CC=C(C)C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train
46,"1,3-dicyanopropane","2-methyl-1,3-butadiene",2.366498419,1.30833282,1.32175584,1.750937475,,,,,2.388762789,[47] ,N#CCCCC#N,CC(=C)C=C,N#CCCCC#N CC(=C)C=C,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
47,"1,4-dichlorobutane",n-Hexane,1.264126727,2.462149663,2.460443178,3.773909703,,0.741937345,1.036736885,,1.313723668,[55] ,ClCCCCCl,CCCCCC,ClCCCCCl CCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train
48,"1,4-dichlorobutane",Acetone,-0.274436846,0.122217633,0.148420005,-0.248461359,,-0.072570693,-0.314710745,,0.058268908,[55] ,ClCCCCCl,CC(C)=O,ClCCCCCl CC(C)=O,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
49,"1,4-dicyanobutane",n-Pentane,3.580180037,2.104134154,2.107786015,3.422306345,,2.401525041,5.160720579,,3.546369977,"['[58] ', '[47] ']",N#CCCCCC#N,CCCCC,N#CCCCCC#N CCCCC,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
50,"1,4-dicyanobutane",Cyclopentane,3.004196352,1.695615609,1.701105101,2.90416508,,1.517322624,3.326114576,,2.740840024,[58] ,N#CCCCCC#N,C1CCCC1,N#CCCCCC#N C1CCCC1,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
51,"1,4-dicyanobutane",2-methylbutane,3.443618098,2.101692151,2.105352923,3.422306345,,2.620311287,5.977973957,,3.688879454,[47] ,N#CCCCCC#N,CCC(C)C,N#CCCCCC#N CCC(C)C,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
52,"1,4-dicyanobutane",n-Hexane,4.116758157,2.462149663,2.460443178,3.773909703,,2.697326238,4.804266916,,3.870843387,"['[59] ', '[59] ', '[58] ', '[47] ', '[59] ', '[59] ']",N#CCCCCC#N,CCCCCC,N#CCCCCC#N CCCCCC,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
53,"1,4-dicyanobutane",Cyclohexane,3.471034341,2.081938422,2.063058062,3.498021566,,1.93441577,3.126321843,,3.200593623,"['[58] ', '[47] ']",N#CCCCCC#N,C1CCCCC1,N#CCCCCC#N C1CCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
54,"1,4-dicyanobutane",n-Heptane,4.63579638,2.79971739,2.802754137,4.123255906,,2.987700102,4.456438132,,4.063885355,[58] ,N#CCCCCC#N,CCCCCCC,N#CCCCCC#N CCCCCCC,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
55,"1,4-dicyanobutane",Cycloheptane,3.834493803,2.438862711,2.412335957,4.076180592,,,,,3.292126287,[58] ,N#CCCCCC#N,C1CCCCCC1,N#CCCCCC#N C1CCCCCC1,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
56,"1,4-dicyanobutane",n-Octane,5.156580976,3.120601256,3.137231836,4.470266424,,3.305053521,4.294560609,,4.370712875,[58] ,N#CCCCCC#N,CCCCCCCC,N#CCCCCC#N CCCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
57,"1,4-dicyanobutane",Cyclooctane,4.150409786,2.775085602,2.751748056,4.643043838,,2.496505786,2.517696473,,3.523415014,[58] ,N#CCCCCC#N,C1CCCCCCC1,N#CCCCCC#N C1CCCCCCC1,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
58,"1,4-dicyanobutane",n-Nonane,5.669915405,3.42913675,3.466360708,4.81486369,,3.619261387,4.133084391,,4.700480366,[58] ,N#CCCCCC#N,CCCCCCCCC,N#CCCCCC#N CCCCCCCCC,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train
59,"1,4-dicyanobutane",n-Decane,6.180037357,3.727859754,3.791436042,5.157329673,,3.970857791,4.145196092,,4.976733742,[58] ,N#CCCCCC#N,CCCCCCCCCC,N#CCCCCC#N CCCCCCCCCC,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
60,"1,4-dicyanobutane",Benzene,1.291983682,0.553885113,0.506817602,0.989541194,,1.348073148,1.880990603,,0.887092508,"['[59] ', '[59] ', '[58] ', '[51] ', '[47] ', '[59] ', '[59] ']",N#CCCCCC#N,c1ccccc1,N#CCCCCC#N c1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
61,"1,4-dicyanobutane",Toluene,1.776645831,0.879626748,0.792992516,1.255616037,,1.427916036,2.150598736,,1.280933845,[51] ,N#CCCCCC#N,Cc1ccccc1,N#CCCCCC#N Cc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
62,"1,4-dicyanobutane",ethylbenzene,2.233235015,1.255616037,1.166270937,1.979621206,,1.947337701,2.38416508,,1.704748092,[51] ,N#CCCCCC#N,CCc1ccccc1,N#CCCCCC#N CCc1ccccc1,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
63,"1,4-dicyanobutane",2-methyl-2-butene,2.54474665,1.761300262,1.74745921,2.736961545,,1.528227857,4.702024627,,2.533696814,[47] ,N#CCCCCC#N,CC=C(C)C,N#CCCCCC#N CC=C(C)C,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid
64,"1,4-dicyanobutane","2-methyl-1,3-butadiene",1.781709133,1.00063188,1.033184483,1.324418957,,,,,1.731655545,[47] ,N#CCCCCC#N,CC(=C)C=C,N#CCCCCC#N CC(=C)C=C,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train
65,"1,4-dicyanobutane",1-hexene,3.086943154,1.83736998,1.83736998,2.949164638,,2.361796953,4.947553489,,2.928523524,[58] ,N#CCCCCC#N,CCCCC=C,N#CCCCCC#N CCCCC=C,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
